country_code,year,value,au_region,quality_flag,indicator
SLE,2022,2.484,West Africa,VERIFIED,youth_unemployment_f
SOM,2022,37.543,East Africa,VERIFIED,youth_unemployment_f
SSD,2022,17.813,East Africa,VERIFIED,youth_unemployment_f
STP,2022,9.111,Central Africa,VERIFIED,youth_unemployment_f
SWZ,2022,61.734,Southern Africa,VERIFIED,youth_unemployment_f
SYC,2022,,East Africa,MISSING,youth_unemployment_f
TCD,2022,0.65,Central Africa,VERIFIED,youth_unemployment_f
TGO,2022,3.586,West Africa,VERIFIED,youth_unemployment_f
TUN,2022,36.566,North Africa,VERIFIED,youth_unemployment_f
TZA,2022,3.14,East Africa,VERIFIED,youth_unemployment_f
UGA,2022,5.482,East Africa,VERIFIED,youth_unemployment_f
ZAF,2022,66.18,Southern Africa,VERIFIED,youth_unemployment_f
ZMB,2022,9.88,Southern Africa,VERIFIED,youth_unemployment_f
ZWE,2022,17.821,Southern Africa,VERIFIED,youth_unemployment_f
AGO,2023,26.574,Central Africa,VERIFIED,youth_unemployment_f
BDI,2023,1.251,East Africa,VERIFIED,youth_unemployment_f
BEN,2023,2.609,West Africa,VERIFIED,youth_unemployment_f
BFA,2023,8.392,West Africa,VERIFIED,youth_unemployment_f
BWA,2023,49.986,Southern Africa,VERIFIED,youth_unemployment_f
CAF,2023,11.003,Central Africa,VERIFIED,youth_unemployment_f
CIV,2023,4.703,West Africa,VERIFIED,youth_unemployment_f
CMR,2023,7.206,Central Africa,VERIFIED,youth_unemployment_f
COD,2023,6.239,Central Africa,VERIFIED,youth_unemployment_f
COG,2023,39.725,Central Africa,VERIFIED,youth_unemployment_f
COM,2023,9.676,East Africa,VERIFIED,youth_unemployment_f
CPV,2023,33.634,West Africa,VERIFIED,youth_unemployment_f
DJI,2023,77.589,East Africa,VERIFIED,youth_unemployment_f
DZA,2023,45.735,North Africa,VERIFIED,youth_unemployment_f
EGY,2023,36.589,North Africa,VERIFIED,youth_unemployment_f
ERI,2023,11.11,East Africa,VERIFIED,youth_unemployment_f
ETH,2023,7.245,East Africa,VERIFIED,youth_unemployment_f
GAB,2023,42.654,Central Africa,VERIFIED,youth_unemployment_f
GHA,2023,5.286,West Africa,VERIFIED,youth_unemployment_f
GIN,2023,7.966,West Africa,VERIFIED,youth_unemployment_f
GMB,2023,10.881,West Africa,VERIFIED,youth_unemployment_f
GNB,2023,1.785,West Africa,VERIFIED,youth_unemployment_f
GNQ,2023,16.719,Central Africa,VERIFIED,youth_unemployment_f
KEN,2023,19.239,East Africa,VERIFIED,youth_unemployment_f
LBR,2023,2.112,West Africa,VERIFIED,youth_unemployment_f
LBY,2023,68.675,Other,VERIFIED,youth_unemployment_f
LSO,2023,37.224,Southern Africa,VERIFIED,youth_unemployment_f
MAR,2023,22.532,North Africa,VERIFIED,youth_unemployment_f
MDG,2023,5.545,East Africa,VERIFIED,youth_unemployment_f
MLI,2023,3.793,West Africa,VERIFIED,youth_unemployment_f
MOZ,2023,11.435,Southern Africa,VERIFIED,youth_unemployment_f
MRT,2023,30.268,West Africa,VERIFIED,youth_unemployment_f
MUS,2023,18.556,East Africa,VERIFIED,youth_unemployment_f
MWI,2023,7.187,Southern Africa,VERIFIED,youth_unemployment_f
NAM,2023,37.916,Southern Africa,VERIFIED,youth_unemployment_f
NER,2023,0.242,West Africa,VERIFIED,youth_unemployment_f
NGA,2023,6.329,West Africa,VERIFIED,youth_unemployment_f
RWA,2023,20.191,East Africa,VERIFIED,youth_unemployment_f
SDN,2023,,North Africa,MISSING,youth_unemployment_f
SEN,2023,5.873,West Africa,VERIFIED,youth_unemployment_f
SLE,2023,2.469,West Africa,VERIFIED,youth_unemployment_f
SOM,2023,37.312,East Africa,VERIFIED,youth_unemployment_f
SSD,2023,17.658,East Africa,VERIFIED,youth_unemployment_f
STP,2023,9.168,Central Africa,VERIFIED,youth_unemployment_f
SWZ,2023,58.19,Southern Africa,VERIFIED,youth_unemployment_f
SYC,2023,,East Africa,MISSING,youth_unemployment_f
TCD,2023,0.646,Central Africa,VERIFIED,youth_unemployment_f
TGO,2023,3.559,West Africa,VERIFIED,youth_unemployment_f
TUN,2023,36.303,North Africa,VERIFIED,youth_unemployment_f
TZA,2023,3.13,East Africa,VERIFIED,youth_unemployment_f
UGA,2023,5.324,East Africa,VERIFIED,youth_unemployment_f
ZAF,2023,64.343,Southern Africa,VERIFIED,youth_unemployment_f
ZMB,2023,9.788,Southern Africa,VERIFIED,youth_unemployment_f
ZWE,2023,16.421,Southern Africa,VERIFIED,youth_unemployment_f
